title,desc,2025,2024,2023,2022,pagenumber
44100_64,Beihilfen für Dienstkräfte,2600.0,2700.0,8700.0,2412.67, 64
54079_64,Verschiedene Ausgaben,1000.0,1000.0,1000.0,0, 64
68579_64,TMitgliedsbeiträge,10000.0,10000.0,0,0, 64
11921_66,Rückzahlungen von Zuwendungen,3000.0,3000.0,1000.0,4810.59, 66
11979_66,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 66
28290_66,Sonstige zweckgebundene Einnahmen für konsumtive Zwecke,8200.0,8200.0,8300.0,5974.65, 66
38190_66,Verrechnungen für zweckgebundene Ausgaben,1000.0,1000.0,1000.0,222.88, 66
41210_66,Aufwendungen für Beiräte,1000.0,1000.0,2000.0,860.0, 66
42201_66,Bezüge der planmäßigen Beamtinnen und Beamten,296000.0,308000.0,279000.0,270609.26, 66
42701_66,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter,1000.0,1000.0,1000.0,0, 66
42801_66,Entgelte der planmäßigen Tarifbeschäftigten,125000.0,130000.0,123000.0,134042.47, 66
53101_67,Veröffentlichungen und Dokumentationen im Rahmen der Öffentlichkeitsarbeit,2000.0,2000.0,0,0, 67
54053_67,Veranstaltungen,1000.0,1000.0,0,0, 67
54079_67,Verschiedene Ausgaben,1000.0,1000.0,2000.0,552.39, 67
68190_67,Unterstützungen; Entschädigungen und sonstige Geldleistungenaus zweckgebundenen Einnahmen,9200.0,9200.0,9300.0,5974.65, 67
68406_67,TZuschüsse an soziale oder ähnliche Einrichtungen,134000.0,134000.0,124000.0,134000.0, 67
11979_70,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 70
28290_70,Sonstige zweckgebundeneEinnahmen für konsumtive Zwecke,1000.0,1000.0,1000.0,0, 70
41201_70,Aufwendungen für ehrenamtlichTätige,3500.0,3500.0,4000.0,1840.0, 70
42201_70,Bezüge der planmäßigenBeamtinnen und Beamten,102000.0,106000.0,200000.0,175890.77, 70
42801_70,Entgelte der planmäßigenTarifbeschäftigten,174000.0,181000.0,479000.0,516307.85, 70
44100_70,Beihilfen für Dienstkräfte,4500.0,4700.0,1000.0,5157.87, 70
51101_70,Geschäftsbedarf,1000.0,1000.0,1500.0,0, 70
53110_70,Programminformation und Werbung,1000.0,1000.0,2000.0,854.73, 70
54053_70,Veranstaltungen,1000.0,1000.0,3000.0,361.17, 70
54079_70,Verschiedene Ausgaben,1000.0,1000.0,2000.0,1544.84, 70
54690_70,Sonstige sächlicheVerwaltungsausgaben auszweckgebundenen Einnahmen,1000.0,1000.0,1000.0,0, 70
67101_70,TErsatz von Ausgaben,88000.0,88000.0,160000.0,158148.86, 70
42801_73,Entgelte der planmäßigen Tarifbeschäftigten,51500.0,45000.0,93000.0,68695.72, 73
11102_75,Ersatzvornahmen,4000.0,4000.0,1000.0,0, 75
11105_75,Gebühren nach der Verwaltungsgebührenordnung,170000.0,170000.0,210000.0,163385.76, 75
11150_75,Gebühren im Gesundheits- und Sozialwesen sowie im Arbeits- undgesundheitlichen Verbraucherschutz,35000.0,35000.0,30000.0,34588.88, 75
11152_75,Gebühren nach verschiedenen landesrechtlichen Vorschriften,1000.0,1000.0,1500.0,658.37, 75
11156_75,Gebühren nach Bundesrecht imRahmen der Gewerbezentralregister,2400.0,2400.0,3300.0,2331.04, 75
11201_75,Geldstrafen; Geldbußen; Verwarnungs- und Zwangsgelder,135000.0,135000.0,1190000.0,1974693.97, 75
11909_76,Verwertungen,1500.0,1500.0,5000.0,1155.51, 76
11979_76,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 76
12109_76,Gewinnablieferungen aus der Parkraumbewirtschaftung,1989000.0,1989000.0,596000.0,1207555.18, 76
26101_76,Ersatz von Verwaltungsausgaben,124000.0,124000.0,226000.0,114111.0, 76
26102_76,Ersatz von Personalausgabendurch sonstige Dienstherren,165000.0,165000.0,140000.0,161128.42, 76
42201_76,Bezüge der planmäßigen Beamtinnen und Beamten,1618000.0,1683000.0,1498000.0,957923.35, 76
42801_76,Entgelte der planmäßigen Tarifbeschäftigten,2560000.0,2663000.0,2599000.0,3914985.17, 76
44100_76,Beihilfen für Dienstkräfte,73900.0,76100.0,55200.0,69697.92, 76
51101_76,Geschäftsbedarf,3000.0,3000.0,3000.0,1939.74, 76
51136_76,Geschäftsbedarf für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 76
51140_76,Geräte; Ausstattungs- und Ausrüstungsgegenstände,7000.0,7000.0,7000.0,1893.64, 76
51168_76,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 76
51185_76,Dienstleistungen für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 76
51408_77,Dienst- und Schutzkleidung,30000.0,30000.0,25000.0,4289.95, 77
51802_77,Mieten für Fahrzeuge,39000.0,39000.0,27000.0,21197.64, 77
52501_77,Aus- und Fortbildung,7500.0,7500.0,7500.0,140.0, 77
52703_77,Dienstreisen,3000.0,3000.0,3000.0,598.9, 77
54010_77,Dienstleistungen,6500.0,6500.0,0,0, 77
54012_77,Ersatzvornahmen,4000.0,4000.0,1000.0,139.35, 77
54033_77,Dienstleistungen für Kartenzahlungen,4000.0,4000.0,4800.0,1687.11, 77
54079_77,Verschiedene Ausgaben,3000.0,3000.0,3500.0,2737.73, 77
51136_78,Geschäftsbedarf für die verfahrensabhängige IKT,5500.0,5500.0,8000.0,0, 78
51168_78,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKT,1000.0,1000.0,1000.0,0, 78
51185_78,Dienstleistungen für die verfahrensabhängige IKT,4000.0,4000.0,5000.0,3626.66, 78
11102_86,Ersatzvornahmen,2500.0,2500.0,2500.0,2455.34, 86
11152_86,Gebühren nach verschiedenen landesrechtlichen Vorschriften,360000.0,360000.0,282000.0,311392.6, 86
11979_86,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 86
42701_86,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter,13000.0,13000.0,13000.0,12960.0, 86
42801_86,Entgelte der planmäßigen Tarifbeschäftigten,154000.0,160000.0,153000.0,162771.39, 86
51701_86,Bewirtschaftungsausgaben,60000.0,60000.0,40000.0,55412.56, 86
51801_86,Mieten für Grundstücke; Gebäudeund Räume,1300.0,1300.0,1300.0,1234.1, 86
53110_86,Programminformation und Werbung,10000.0,10000.0,10000.0,5055.17, 86
54012_86,Ersatzvornahmen,2500.0,2500.0,2500.0,2782.82, 86
54079_87,Verschiedene Ausgaben,3000.0,3000.0,3000.0,2152.41, 87
11105_89,Gebühren nach der Verwaltungsgebührenordnung,110000.0,110000.0,112000.0,74081.17, 89
11152_89,Gebühren nach verschiedenen landesrechtlichen Vorschriften,970000.0,970000.0,750000.0,1148947.26, 89
11153_89,Gebühren nach Bundesrecht,1870000.0,1870000.0,1660000.0,1805666.1, 89
11158_89,Einnahmen aus der Ausstellungvon Bewohnerparkausweisen undGästevignetten,80000.0,80000.0,90000.0,49086.8, 89
11201_89,Geldstrafen; Geldbußen; Verwarnungs- und Zwangsgelder,10000.0,10000.0,20000.0,1131.31, 89
11924_89,Werbeerlöse,3000.0,3000.0,3000.0,4299.35, 89
11979_89,Verschiedene Einnahmen,3000.0,3000.0,3000.0,2129.15, 89
12504_89,Erlöse für Dienstleistungen,10000.0,10000.0,3000.0,4970.18, 89
41201_90,Aufwendungen für ehrenamtlichTätige,4000.0,4000.0,3500.0,3665.6, 90
42201_90,Bezüge der planmäßigen Beamtinnen und Beamten,1448000.0,1506000.0,1400000.0,721638.37, 90
42801_90,Entgelte der planmäßigen Tarifbeschäftigten,2518000.0,2619000.0,2458000.0,2970048.66, 90
42811_90,Entgelte der nichtplanmäßigen Tarifbeschäftigten,1000.0,1000.0,0,30268.87, 90
44100_90,Beihilfen für Dienstkräfte,34600.0,35600.0,44000.0,32592.83, 90
51101_90,Geschäftsbedarf,6000.0,6000.0,7500.0,5646.57, 90
51168_90,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 90
51185_90,Dienstleistungen für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 90
51803_90,Mieten für Maschinen und Geräte,2000.0,2000.0,1700.0,298.96, 90
54033_90,Dienstleistungen für Kartenzahlungen,30000.0,35000.0,26000.0,23800.53, 90
54057_90,Wahlen,86000.0,1000.0,22989.28,0, 90
54079_90,Verschiedene Ausgaben,2000.0,2000.0,1000.0,1772.07, 90
63107_91,TErsatz von Ausgaben an den Bund,100000.0,100000.0,130000.0,100343.56, 91
67101_91,TErsatz von Ausgaben,1000.0,1000.0,1000.0,229.2, 91
51168_92,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKT,11000.0,11000.0,3000.0,0, 92
51185_92,Dienstleistungen für die verfahrensabhängige IKT,6800.0,2400.0,4000.0,0, 92
11152_94,Gebühren nach verschiedenen landesrechtlichen Vorschriften,500000.0,575000.0,425000.0,423217.62, 94
11153_94,Gebühren nach Bundesrecht,150000.0,150000.0,150000.0,176466.69, 94
11924_94,Werbeerlöse,3000.0,3000.0,3000.0,597.2, 94
11979_94,Verschiedene Einnahmen,1000.0,1000.0,1000.0,312.0, 94
12511_94,Verkaufserlöse,1000.0,1000.0,3000.0,0, 94
42201_94,Bezüge der planmäßigen Beamtinnen und Beamten,624000.0,649000.0,808000.0,684122.91, 94
42801_94,Entgelte der planmäßigen Tarifbeschäftigten,403000.0,419000.0,399000.0,425843.77, 94
44100_94,Beihilfen für Dienstkräfte,89300.0,92000.0,94700.0,84179.51, 94
51101_94,Geschäftsbedarf,3000.0,3000.0,7000.0,1068.69, 94
51168_94,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 94
51803_95,Mieten für Maschinen und Geräte,2000.0,2000.0,1500.0,458.91, 95
52501_95,Aus- und Fortbildung,5000.0,5000.0,5000.0,995.0, 95
54033_95,Dienstleistungen für Kartenzahlungen,2500.0,2500.0,1500.0,2206.24, 95
51168_96,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKT,1000.0,1000.0,1000.0,0, 96
51185_96,Dienstleistungen für die verfahrensabhängige IKT,2000.0,2000.0,4000.0,4117.98, 96
11105_98,Gebühren nach der Verwaltungsgebührenordnung,1000.0,1000.0,1000.0,0, 98
11107_98,Ausgleichszahlungen nach demWohnungsbindungsgesetz,8000.0,8000.0,10000.0,7180.32, 98
11141_98,Ausgleichszahlungen zum Abbauder Fehlsubventionierung im Wohnungswesen,1000.0,1000.0,1000.0,0, 98
11142_98,Ausgleichsabgaben und -beträgefür Zweckentfremdung von Wohnraum,36000.0,36000.0,10000.0,35840.8, 98
11143_98,Geldleistungen nach dem Wohnungsbindungsgesetz,1000.0,1000.0,1000.0,108.0, 98
11152_98,Gebühren nach verschiedenen landesrechtlichen Vorschriften,40000.0,40000.0,40000.0,36871.31, 98
11201_98,Geldstrafen; Geldbußen; Verwarnungs- und Zwangsgelder,55000.0,55000.0,5000.0,73189.9, 98
11934_98,Rückzahlungen überzahlter Beträge,95000.0,95000.0,60000.0,71985.38, 98
23130_98,Anteil des Bundes an den Mietund Lastenzuschüssen,4142000.0,4142000.0,1349000.0,1474664.78, 98
23601_98,Ersatz von Ausgaben durch Sozialversicherungsträger,15000.0,15000.0,20000.0,10663.35, 98
42201_99,Bezüge der planmäßigen Beamtinnen und Beamten,560000.0,582000.0,606000.0,314405.72, 99
42801_99,Entgelte der planmäßigen Tarifbeschäftigten,794000.0,826000.0,393000.0,486600.13, 99
44100_99,Beihilfen für Dienstkräfte,20300.0,21000.0,11800.0,19147.68, 99
51101_99,Geschäftsbedarf,1500.0,1500.0,1500.0,309.64, 99
52501_99,Aus- und Fortbildung,3000.0,3000.0,0,0, 99
54079_99,Verschiedene Ausgaben,1000.0,1000.0,2000.0,560.73, 99
68110_99,ZMiet- und Lastenzuschüsse nachdem Wohngeldgesetz,8283000.0,8283000.0,2698000.0,3287537.75, 99
68131_99,ZLeistungen für Bildung und Teilhabe - persönlicher Schulbedarf,80800.0,84800.0,50000.0,69783.5, 99
68164_99,ZLeistungen für Bildung und Teilhabe - Schülerbeförderung,1000.0,1000.0,15000.0,0, 99
68172_99,TLeistungen für Bildung und Teilhabe - mehrtägige Fahrten Schule,75000.0,75000.0,52000.0,55584.31, 99
68178_99,TLeistungen für Bildung und Teilhabe - mehrtägige Fahrten Kita,2000.0,2000.0,1000.0,345.0, 99
68183_99,TLeistungen für Bildung und Teilhabe - soziale und kulturelle Teilhabe,50400.0,50400.0,28600.0,31160.0, 99
42201_102,Bezüge der planmäßigen Beamtinnen und Beamten,406000.0,422000.0,413000.0,192919.93, 102
42801_102,Entgelte der planmäßigen Tarifbeschäftigten,56600.0,58900.0,55900.0,250880.18, 102
44100_102,Beihilfen für Dienstkräfte,8900.0,9200.0,1300.0,8335.46, 102
51101_102,Geschäftsbedarf,1000.0,1000.0,1000.0,225.41, 102
52501_102,Aus- und Fortbildung,1000.0,1000.0,1000.0,0, 102
52703_102,Dienstreisen,1500.0,1500.0,2000.0,1192.7, 102
54079_102,Verschiedene Ausgaben,1500.0,1500.0,2000.0,1319.99, 102
11120_104,Entgelte für Bildungsangebote,989000.0,989000.0,1105000.0,968657.23, 104
11190_104,Zweckgebundene Einnahmen ausEntgelten,120000.0,120000.0,140000.0,91176.64, 104
11194_104,Zweckgebundene Einnahmen ausEntgelten für Integrationskurse,230000.0,230000.0,250000.0,202527.95, 104
11903_104,Schadenersatzleistungen; Vertragsstrafen,1000.0,1000.0,80.4,0, 104
11924_104,Werbeerlöse,5000.0,5000.0,6000.0,2474.45, 104
11979_104,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 104
12401_104,Mieten für Grundstücke; Gebäudeund Räume,6300.0,6300.0,6000.0,6306.84, 104
28290_105,Sonstige zweckgebundene Einnahmen für konsumtive Zwecke,900000.0,900000.0,850000.0,1145138.39, 105
35921_105,Entnahme aus der Rücklage nach §7 Abs. 5 Nrn. 1 und 2 Schulgesetz(Sachausgaben),1000.0,1000.0,1000.0,0, 105
38190_105,Verrechnungen für zweckgebundene Ausgaben,1000.0,1000.0,1000.0,0, 105
42201_105,Bezüge der planmäßigen Beamtinnen und Beamten,63800.0,66300.0,62800.0,71095.0, 105
42790_106,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter aus zweckgebundenen Einnahmen,918000.0,918000.0,882000.0,1267610.27, 106
42794_106,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter aus zweckgebundenen Entgelten für Integrationskurse,120000.0,120000.0,120000.0,122870.24, 106
42801_106,Entgelte der planmäßigen Tarifbeschäftigten,1242000.0,1292000.0,1212000.0,1288430.68, 106
42890_106,Entgelte der Tarifbeschäftigten auszweckgebundenen Einnahmen,61000.0,61000.0,60000.0,30249.37, 106
44100_106,Beihilfen für Dienstkräfte,9200.0,9500.0,7900.0,8661.58, 106
51101_106,Geschäftsbedarf,1000.0,1000.0,1000.0,879.89, 106
51140_106,Geräte; Ausstattungs- und Ausrüstungsgegenstände,5000.0,5000.0,6000.0,5098.84, 106
51168_106,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 106
51170_106,Datenfernübertragung für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 106
51190_107,Geschäftsbedarf; Geräte; Gebrauchsgegenstände aus zweckgebundenen Einnahmen,35000.0,35000.0,50000.0,22558.77, 107
51479_107,Allgemeine Verbrauchsmittel,7000.0,7000.0,7000.0,5960.32, 107
51701_107,Bewirtschaftungsausgaben,353000.0,363000.0,320000.0,396675.56, 107
51803_107,Mieten für Maschinen und Geräte,2000.0,2000.0,2000.0,1742.79, 107
51890_107,Mieten und Pachten aus zweckgebundenen Einnahmen,1000.0,1000.0,1000.0,220.0, 107
51910_107,Kleiner Unterhaltungsbedarf,16500.0,16500.0,12000.0,14234.26, 107
51990_107,Unterhaltung der Grundstücke undbaulichen Anlagen aus zweckgebundenen Einnahmen,16000.0,16000.0,28000.0,8599.87, 107
52509_108,Lehr- und Lernmittel sowie Unterrichtsmaterial inklusive der IKT,14700.0,14700.0,14700.0,5239.98, 108
52594_108,Lehrmittel aus zweckgebundenenEinnahmen,18000.0,18000.0,18000.0,6250.54, 108
53101_108,Veröffentlichungen und Dokumentationen im Rahmen der Öffentlichkeitsarbeit,14000.0,14000.0,14000.0,2519.0, 108
53110_108,Programminformation und Werbung,1000.0,1000.0,1000.0,0, 108
53190_108,Veröffentlichungen und Dokumentationen im Rahmen der Öffentlichkeitsarbeit aus zweckgebundenenEinnahmen,50000.0,50000.0,50000.0,45908.25, 108
54010_108,Dienstleistungen,10000.0,10000.0,12000.0,7693.18, 108
54024_108,Aufführungsrechte; Kompositionsaufträge,2000.0,2000.0,2000.0,1720.38, 108
54025_108,Abgeltung urheberrechtlicher Ansprüche,4000.0,4000.0,3000.0,6526.77, 108
54033_108,Dienstleistungen für Kartenzahlungen,4000.0,4000.0,0,0, 108
54077_109,Steuern; Abgaben,1000.0,1000.0,2000.0,121.27, 109
54079_109,Verschiedene Ausgaben,3000.0,3000.0,5000.0,3004.22, 109
54690_109,Sonstige sächliche Verwaltungsausgaben aus zweckgebundenenEinnahmen,22000.0,22000.0,22000.0,14872.44, 109
68190_109,Unterstützungen; Entschädigungen und sonstige Geldleistungenaus zweckgebundenen Einnahmen,10000.0,10000.0,10000.0,6413.6, 109
51168_110,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKT,4000.0,4000.0,4000.0,1738.0, 110
51170_110,Datenfernübertragung für die verfahrensabhängige IKT,4000.0,4000.0,4000.0,4346.86, 110
51185_110,Dienstleistungen für die verfahrensabhängige IKT,12000.0,12000.0,12000.0,7834.87, 110
11116_112,Benutzungsentgelte,11000.0,11000.0,10000.0,10798.92, 112
11120_112,Entgelte für Bildungsangebote,100000.0,100000.0,100000.0,96801.52, 112
11122_112,Eintrittsgelder,1000.0,1000.0,5000.0,276.0, 112
11124_112,Entgelte für Instrumental- und Vokalunterricht,2750000.0,2750000.0,2500000.0,2403645.22, 112
11190_112,Zweckgebundene Einnahmen ausEntgelten,190000.0,190000.0,155000.0,179112.24, 112
11903_112,Schadenersatzleistungen; Vertragsstrafen,1000.0,1000.0,1000.0,0, 112
11924_112,Werbeerlöse,1000.0,1000.0,1000.0,240.0, 112
28107_113,Ersatz von Personalausgaben,1000.0,1000.0,0,424.0, 113
28290_113,Sonstige zweckgebundene Einnahmen für konsumtive Zwecke,2000.0,2000.0,1000.0,4452.17, 113
38190_113,Verrechnungen für zweckgebundene Ausgaben,1000.0,1000.0,1000.0,0, 113
42201_113,Bezüge der planmäßigen Beamtinnen und Beamten,149000.0,155000.0,147000.0,49709.71, 113
42701_113,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter,4200000.0,4200000.0,3950000.0,3717074.45, 113
42790_113,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter aus zweckgebundenen Einnahmen,1000.0,1000.0,1000.0,0, 113
42791_113,Aufwendungen für freie Mitarbeiterinnen und Mitarbeiter aus zweckgebundenen Entgelten,95000.0,95000.0,55000.0,87054.02, 113
42801_113,Entgelte der planmäßigen Tarifbeschäftigten,2821000.0,2934000.0,2934000.0,2559300.33, 113
42811_113,Entgelte der nichtplanmäßigen Tarifbeschäftigten,0,44.25,0,0, 113
51101_114,Geschäftsbedarf,1000.0,1000.0,1000.0,354.89, 114
51140_114,Geräte; Ausstattungs- und Ausrüstungsgegenstände,4000.0,4000.0,4000.0,4542.12, 114
51168_114,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 114
51185_114,Dienstleistungen für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 114
51190_114,Geschäftsbedarf; Geräte; Gebrauchsgegenstände aus zweckgebundenen Einnahmen,29000.0,29000.0,35000.0,20146.27, 114
51453_114,Verbrauchsmittel für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 114
51701_114,Bewirtschaftungsausgaben,65700.0,67600.0,70000.0,73772.37, 114
51801_114,Mieten für Grundstücke; Gebäudeund Räume,2000.0,2000.0,2000.0,1535.1, 114
51890_114,Mieten und Pachten aus zweckgebundenen Einnahmen,2000.0,2000.0,4000.0,792.0, 114
51990_115,Unterhaltung der Grundstücke undbaulichen Anlagen aus zweckgebundenen Einnahmen,10000.0,10000.0,18000.0,0, 115
52501_115,Aus- und Fortbildung,6000.0,6000.0,7000.0,4350.2, 115
52594_115,Lehrmittel aus zweckgebundenenEinnahmen,1000.0,1000.0,3000.0,860.94, 115
53101_115,Veröffentlichungen und Dokumentationen im Rahmen der Öffentlichkeitsarbeit,9000.0,9000.0,10000.0,7600.31, 115
53190_115,Veröffentlichungen und Dokumentationen im Rahmen der Öffentlichkeitsarbeit aus zweckgebundenenEinnahmen,20000.0,20000.0,20000.0,11186.7, 115
54010_115,Dienstleistungen,8000.0,8000.0,8000.0,7065.73, 115
54024_115,Aufführungsrechte; Kompositionsaufträge,4000.0,4000.0,5000.0,1344.47, 115
54053_115,Veranstaltungen,7000.0,7000.0,8000.0,5833.29, 115
54690_116,Sonstige sächliche Verwaltungsausgaben aus zweckgebundenenEinnahmen,35000.0,35000.0,21000.0,22860.82, 116
68463_116,TZuschüsse zur Durchführung einesFreiwilligen Sozialen Jahres,1000.0,1000.0,1000.0,194.16, 116
68617_116,TSonstige Zuschüsse für konsumtive Zwecke in den BereichenJugend; Bildung; Kultur und Wissenschaft,0,5600.0,0,0, 116
71500_116,Neubau von Unterrichtsräumen fürdie Musikschule; Brittendorfer Weg16 B,180000.0,0,0,0, 116
51168_117,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKT,1000.0,1000.0,1000.0,1349.22, 117
51185_117,Dienstleistungen für die verfahrensabhängige IKT,2000.0,2000.0,2500.0,114.37, 117
51453_117,Verbrauchsmittel für die verfahrensabhängige IKT,1000.0,1000.0,1000.0,422.96, 117
11901_119,Veröffentlichungen,9000.0,9000.0,8000.0,8883.8, 119
11921_119,Rückzahlungen von Zuwendungen,1000.0,0,0,0, 119
11979_119,Verschiedene Einnahmen,1000.0,1000.0,1000.0,0, 119
12401_119,Mieten für Grundstücke; Gebäudeund Räume,43200.0,43200.0,40000.0,36140.68, 119
26101_119,Ersatz von Verwaltungsausgaben,1000.0,1000.0,1000.0,1150.0, 119
28103_119,Ersatz von Bewirtschaftungsausgaben,1000.0,1000.0,1000.0,0, 119
28290_119,Sonstige zweckgebundene Einnahmen für konsumtive Zwecke,2000.0,2000.0,1500.0,13200.0, 119
38190_119,Verrechnungen für zweckgebundene Ausgaben,1000.0,1000.0,1000.0,1800.0, 119
42701_120,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter,133000.0,133000.0,113000.0,118696.6, 120
42722_120,Ausbildungsentgelte (Praktikantinnen/Praktikanten; Volontärinnen/Volontäre),0,0,0,2854.25, 120
42790_120,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter aus zweckgebundenen Einnahmen,1000.0,1000.0,5535.0,0, 120
42801_120,Entgelte der planmäßigen Tarifbeschäftigten,579000.0,602000.0,430000.0,449885.81, 120
51101_120,Geschäftsbedarf,1000.0,1000.0,1500.0,341.58, 120
51140_120,Geräte; Ausstattungs- und Ausrüstungsgegenstände,3000.0,3000.0,3000.0,2880.14, 120
51479_120,Allgemeine Verbrauchsmittel,5000.0,5000.0,6000.0,1979.75, 120
51701_120,Bewirtschaftungsausgaben,63600.0,65400.0,60000.0,71384.35, 120
51801_120,Mieten für Grundstücke; Gebäudeund Räume,1000.0,1000.0,1000.0,0, 120
51910_120,Kleiner Unterhaltungsbedarf,16000.0,16000.0,14000.0,13280.37, 120
53101_121,Veröffentlichungen und Dokumentationen im Rahmen der Öffentlichkeitsarbeit,24000.0,24000.0,24000.0,20771.15, 121
53110_121,Programminformation und Werbung,20000.0,20000.0,25000.0,25139.63, 121
53405_121,Sachausgaben gemäß § 7 Abs. 5Nrn. 3 bis 5 Schulgesetz,20000.0,20000.0,20000.0,19995.94, 121
54010_121,Dienstleistungen,130000.0,130000.0,125000.0,115087.27, 121
54020_121,Versicherungen in besonderen Fällen,5000.0,5000.0,5000.0,4236.4, 121
54053_121,Veranstaltungen,5000.0,5000.0,5000.0,6775.87, 121
54079_121,Verschiedene Ausgaben,2000.0,2000.0,2000.0,1437.7, 121
68617_122,TSonstige Zuschüsse für konsumtive Zwecke in den BereichenJugend; Bildung; Kultur und Wissenschaft,243000.0,243000.0,194000.0,194000.0, 122
11108_125,Entgelte für Benutzerausweise,100000.0,100000.0,135000.0,93678.86, 125
11116_125,Benutzungsentgelte,5600.0,5600.0,7000.0,5253.48, 125
11190_125,Zweckgebundene Einnahmen ausEntgelten,10000.0,10000.0,23000.0,9370.0, 125
11903_125,Schadenersatzleistungen; Vertragsstrafen,200000.0,200000.0,200000.0,187190.3, 125
11979_125,Verschiedene Einnahmen,1000.0,1000.0,1000.0,200.0, 125
12401_125,Mieten für Grundstücke; Gebäudeund Räume,1000.0,1000.0,0,0, 125
12406_125,Mieten für Stellplätze auf Dienstgrundstücken,4400.0,4400.0,4700.0,3840.0, 125
28290_126,Sonstige zweckgebundene Einnahmen für konsumtive Zwecke,10000.0,10000.0,10000.0,6636.07, 126
38190_126,Verrechnungen für zweckgebundene Ausgaben,1000.0,1000.0,1000.0,3100.0, 126
42201_126,Bezüge der planmäßigen Beamtinnen und Beamten,1554000.0,1616000.0,1472000.0,557325.46, 126
42701_126,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter,36000.0,36000.0,16100.0,14703.69, 126
42790_126,Aufwendungen für freie Mitarbeiterinnen/Mitarbeiter aus zweckgebundenen Einnahmen,1000.0,1000.0,1000.0,0, 126
42801_126,Entgelte der planmäßigen Tarifbeschäftigten,2449000.0,2547000.0,2288000.0,2903887.01, 126
44100_126,Beihilfen für Dienstkräfte,114000.0,117000.0,55500.0,106689.66, 126
51101_126,Geschäftsbedarf,12000.0,12000.0,12000.0,10566.26, 126
51140_127,Geräte; Ausstattungs- und Ausrüstungsgegenstände,80000.0,80000.0,43000.0,39581.27, 127
51168_127,Geräte; Ausstattungs- und Ausrüstungsgegenstände für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 127
51170_127,Datenfernübertragung für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 127
51185_127,Dienstleistungen für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 127
51190_127,Geschäftsbedarf; Geräte; Gebrauchsgegenstände aus zweckgebundenen Einnahmen,3000.0,3000.0,1000.0,9935.85, 127
51403_127,Ausgaben für die Haltung vonFahrzeugen,33000.0,33000.0,30000.0,37500.05, 127
51453_127,Verbrauchsmittel für die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 127
51479_127,Allgemeine Verbrauchsmittel,3000.0,3000.0,3000.0,2411.13, 127
51701_127,Bewirtschaftungsausgaben,289000.0,298000.0,300000.0,325036.07, 127
51838_127,Mieten für Maschinen und Gerätefür die verfahrensabhängige IKTSiehe Maßnahmegruppe 32,0,0,0,0, 127
51910_127,Kleiner Unterhaltungsbedarf,20000.0,20000.0,18000.0,21147.3, 127
52306_128,Archive und Sammlungen,430000.0,430000.0,460000.0,462055.99, 128
